,card_number,expiry_date,card_provider,date_payment_confirmed
5885,6011728212132390.0,2031-01-01 00:00:00,Discover,2008-03-26 00:00:00
5886,36043435506611.0,2026-10-01 00:00:00,Diners Club  Carte Blanche,2000-12-25 00:00:00
5887,4869151354333.0,2031-11-01 00:00:00,VISA 13 digit,2005-12-31 00:00:00
5888,6011655573623870.0,2031-07-01 00:00:00,Discover,1999-08-29 00:00:00
5889,6011686977747600.0,2023-04-01 00:00:00,Discover,2000-07-13 00:00:00
5890,4.85757845980135e+18,2030-03-01 00:00:00,VISA 19 digit,1999-02-22 00:00:00
5891,4259223986208860.0,2026-08-01 00:00:00,VISA 16 digit,2018-01-27 00:00:00
5892,4904038044433.0,2027-01-01 00:00:00,VISA 13 digit,2010-08-11 00:00:00
5893,340461302583474.0,2027-04-01 00:00:00,American Express,1998-02-21 00:00:00
5894,6569740250293320.0,2027-04-01 00:00:00,Discover,2022-09-07 00:00:00
5895,2278671822835180.0,2025-03-01 00:00:00,Mastercard,2007-04-24 00:00:00
5896,6536804336408250.0,2023-01-01 00:00:00,Discover,2011-11-23 00:00:00
5897,4342176802479480.0,2023-10-01 00:00:00,VISA 16 digit,2009-09-01 00:00:00
5898,4546657484737.0,2026-07-01 00:00:00,VISA 13 digit,1995-10-23 00:00:00
5899,180035616536817.0,2024-09-01 00:00:00,JCB 15 digit,2019-05-19 00:00:00
5900,3517452913280190.0,2027-09-01 00:00:00,JCB 16 digit,2000-10-31 00:00:00
5901,4040214433544.0,2029-03-01 00:00:00,VISA 13 digit,1994-12-27 00:00:00
5902,4.0580635510197e+18,2026-06-01 00:00:00,VISA 19 digit,2018-08-24 00:00:00
5903,4287195182434380.0,2026-05-01 00:00:00,VISA 16 digit,2015-04-11 00:00:00
5904,60407231459.0,2023-03-01 00:00:00,Maestro,2018-03-18 00:00:00
5905,4.6740479649897e+18,2025-01-01 00:00:00,VISA 19 digit,2017-12-13 00:00:00
5906,213113997668292.0,2025-06-01 00:00:00,JCB 15 digit,2004-07-28 00:00:00
5907,374121637604705.0,2024-08-01 00:00:00,American Express,2012-02-14 00:00:00
5908,569430164313.0,2029-10-01 00:00:00,Maestro,1997-05-12 00:00:00
5909,343448476770398.0,2032-10-01 00:00:00,American Express,2002-03-14 00:00:00
5910,4500679466387430.0,2028-12-01 00:00:00,VISA 16 digit,2018-09-09 00:00:00
5911,4391266284602.0,2026-10-01 00:00:00,VISA 13 digit,2020-05-17 00:00:00
5912,376850059931216.0,2026-10-01 00:00:00,American Express,2001-10-10 00:00:00
5913,582315350899.0,2024-02-01 00:00:00,Maestro,2017-08-31 00:00:00
5914,676169161277.0,2027-02-01 00:00:00,Maestro,2019-10-28 00:00:00
5915,4987281872667160.0,2023-07-01 00:00:00,VISA 16 digit,2005-07-04 00:00:00
5916,3568315666424680.0,2025-06-01 00:00:00,JCB 16 digit,2006-12-15 00:00:00
5917,569917639076.0,2026-06-01 00:00:00,Maestro,2004-09-24 00:00:00
5918,180015564610228.0,2023-02-01 00:00:00,JCB 15 digit,2016-01-17 00:00:00
5919,6011903751555240.0,2026-05-01 00:00:00,Discover,2014-11-27 00:00:00
5920,676120750887.0,2031-09-01 00:00:00,Maestro,2009-01-24 00:00:00
5921,180065930626432.0,2029-01-01 00:00:00,JCB 15 digit,2017-10-06 00:00:00
5922,60461257242.0,2025-09-01 00:00:00,Maestro,2022-09-11 00:00:00
5923,2272967144681410.0,2027-05-01 00:00:00,Mastercard,2010-06-25 00:00:00
5924,4550841877665.0,2032-11-01 00:00:00,VISA 13 digit,2000-10-16 00:00:00
5925,4.32945606488432e+18,2029-09-01 00:00:00,VISA 19 digit,2022-06-28 00:00:00
5926,2707936882371190.0,2029-02-01 00:00:00,Mastercard,2008-01-17 00:00:00
5927,6011381136450800.0,2030-02-01 00:00:00,Discover,2011-01-04 00:00:00
5928,4073843089662810.0,2029-06-01 00:00:00,VISA 16 digit,1994-08-13 00:00:00
5929,30162994922518.0,2029-12-01 00:00:00,Diners Club  Carte Blanche,2012-11-03 00:00:00
5930,630472726656.0,2024-03-01 00:00:00,Maestro,2013-01-28 00:00:00
5931,3512654568925260.0,2023-03-01 00:00:00,JCB 16 digit,2012-12-08 00:00:00
5932,180064707339642.0,2025-10-01 00:00:00,JCB 15 digit,1997-01-30 00:00:00
5933,4241150835362360.0,2024-10-01 00:00:00,VISA 16 digit,2007-08-30 00:00:00
5934,6511188865298290.0,2029-06-01 00:00:00,Discover,1994-11-30 00:00:00
5935,180050447971018.0,2027-10-01 00:00:00,JCB 15 digit,2010-07-10 00:00:00
5936,4779610618250420.0,2027-08-01 00:00:00,VISA 16 digit,2022-03-05 00:00:00
5937,213162578120868.0,2023-05-01 00:00:00,JCB 15 digit,2015-01-30 00:00:00
5938,6011541851468430.0,2030-11-01 00:00:00,Discover,2016-01-02 00:00:00
5939,213118564508003.0,2032-02-01 00:00:00,JCB 15 digit,2008-04-04 00:00:00
5940,4.27766422221458e+18,2025-10-01 00:00:00,VISA 19 digit,2015-03-06 00:00:00
5941,379008742151182.0,2030-11-01 00:00:00,American Express,2006-08-08 00:00:00
5942,213165990980843.0,2028-10-01 00:00:00,JCB 15 digit,2021-09-22 00:00:00
5943,213121681142649.0,2030-06-01 00:00:00,JCB 15 digit,1995-05-24 00:00:00
5944,4046810600535.0,2024-04-01 00:00:00,VISA 13 digit,2002-04-11 00:00:00
5945,38564029917011.0,2026-07-01 00:00:00,Diners Club  Carte Blanche,2007-04-01 00:00:00
5946,676129351059.0,2023-09-01 00:00:00,Maestro,2011-09-28 00:00:00
5947,676226520432.0,2030-03-01 00:00:00,Maestro,2018-11-21 00:00:00
5948,3505241189254340.0,2023-10-01 00:00:00,JCB 16 digit,1993-07-31 00:00:00
5949,2222333139941030.0,2023-03-01 00:00:00,Mastercard,2001-07-14 00:00:00
5950,3518390793997950.0,2032-10-01 00:00:00,JCB 16 digit,1993-08-19 00:00:00
5951,4.34713814087689e+18,2023-11-01 00:00:00,VISA 19 digit,2005-04-05 00:00:00
5952,6011221639995050.0,2031-04-01 00:00:00,Discover,2009-11-11 00:00:00
5953,4134569611633760.0,2023-11-01 00:00:00,VISA 16 digit,1998-08-07 00:00:00
5954,6011735474688810.0,2025-06-01 00:00:00,Discover,2021-12-12 00:00:00
5955,370133620077066.0,2031-02-01 00:00:00,American Express,2002-02-11 00:00:00
5956,377843059859007.0,2027-04-01 00:00:00,American Express,2004-09-02 00:00:00
5957,375533457636584.0,2026-12-01 00:00:00,American Express,2005-04-16 00:00:00
5958,503831678191.0,2032-02-01 00:00:00,Maestro,1994-10-08 00:00:00
5959,4576817333489660.0,2023-02-01 00:00:00,VISA 16 digit,1997-03-02 00:00:00
5960,30544198238579.0,2024-10-01 00:00:00,Diners Club  Carte Blanche,1993-04-24 00:00:00
5961,3557144754340710.0,2023-07-01 00:00:00,JCB 16 digit,2012-10-31 00:00:00
5962,3522972375058780.0,2026-07-01 00:00:00,JCB 16 digit,2011-10-29 00:00:00
5963,213144476064950.0,2024-02-01 00:00:00,JCB 15 digit,2006-07-09 00:00:00
5964,3586041556465140.0,2025-10-01 00:00:00,JCB 16 digit,2017-07-17 00:00:00
5965,340936288214426.0,2027-07-01 00:00:00,American Express,2012-09-19 00:00:00
5966,213187298002096.0,2026-11-01 00:00:00,JCB 15 digit,1995-02-17 00:00:00
5967,6521239317959470.0,2030-05-01 00:00:00,Discover,2016-09-07 00:00:00
5968,5348206091923130.0,2030-01-01 00:00:00,Mastercard,2000-04-25 00:00:00
5969,5160360455302690.0,2031-05-01 00:00:00,Mastercard,2009-12-02 00:00:00
5970,378849332131097.0,2029-02-01 00:00:00,American Express,2022-05-02 00:00:00
5971,38341189811510.0,2029-10-01 00:00:00,Diners Club  Carte Blanche,2017-12-11 00:00:00
5972,340345490263744.0,2023-05-01 00:00:00,American Express,2008-11-22 00:00:00
5973,180094515688625.0,2024-06-01 00:00:00,JCB 15 digit,2007-06-05 00:00:00
5974,3558132370290850.0,2024-05-01 00:00:00,JCB 16 digit,2000-02-20 00:00:00
5975,180018263495404.0,2025-02-01 00:00:00,JCB 15 digit,2007-02-09 00:00:00
5976,4131794001747420.0,2025-08-01 00:00:00,VISA 16 digit,2002-04-25 00:00:00
5977,2269360859280200.0,2025-09-01 00:00:00,Mastercard,2001-08-13 00:00:00
5978,2458510652339440.0,2032-10-01 00:00:00,Mastercard,2002-08-08 00:00:00
5979,3537861281106580.0,2027-04-01 00:00:00,JCB 16 digit,2017-07-25 00:00:00
5980,373358421764128.0,2029-08-01 00:00:00,American Express,2001-07-01 00:00:00
5981,4177114250417660.0,2029-03-01 00:00:00,VISA 16 digit,2005-09-22 00:00:00
5982,4.28537282269076e+18,2025-06-01 00:00:00,VISA 19 digit,2011-10-02 00:00:00
5983,4.19612465751676e+18,2029-08-01 00:00:00,VISA 19 digit,2022-07-20 00:00:00
5984,340394107309359.0,2029-01-01 00:00:00,American Express,1997-11-23 00:00:00
5985,4164152038378.0,2026-09-01 00:00:00,VISA 13 digit,2018-06-15 00:00:00
5986,503843536890.0,2026-09-01 00:00:00,Maestro,1996-09-21 00:00:00
5987,36295206879896.0,2024-05-01 00:00:00,Diners Club  Carte Blanche,2019-07-07 00:00:00
5988,3556825064183250.0,2032-04-01 00:00:00,JCB 16 digit,2016-01-31 00:00:00
5989,3584648087323020.0,2029-03-01 00:00:00,JCB 16 digit,2020-09-08 00:00:00
5990,30254997518730.0,2029-11-01 00:00:00,Diners Club  Carte Blanche,2020-06-03 00:00:00
5991,378718354694847.0,2027-12-01 00:00:00,American Express,2021-10-07 00:00:00
5992,30189045924920.0,2031-10-01 00:00:00,Diners Club  Carte Blanche,2008-03-31 00:00:00
5993,4422223081060.0,2027-03-01 00:00:00,VISA 13 digit,1999-05-08 00:00:00
5994,4.6661776526467e+18,2027-10-01 00:00:00,VISA 19 digit,2007-04-28 00:00:00
5995,4.84249671295468e+18,2026-06-01 00:00:00,VISA 19 digit,2004-04-22 00:00:00
5996,4311362351105940.0,2032-02-01 00:00:00,VISA 16 digit,2002-03-25 00:00:00
5997,4.4446948931868703e+18,2026-06-01 00:00:00,VISA 19 digit,2021-05-19 00:00:00
5998,3515181376239900.0,2024-12-01 00:00:00,JCB 16 digit,2004-01-17 00:00:00
5999,3585232697988980.0,2028-05-01 00:00:00,JCB 16 digit,2018-08-14 00:00:00
6000,4133243443939.0,2032-04-01 00:00:00,VISA 13 digit,2000-07-30 00:00:00
6001,2698609436888890.0,2027-12-01 00:00:00,Mastercard,1998-08-28 00:00:00
6002,4717607622432580.0,2032-09-01 00:00:00,VISA 16 digit,1999-12-30 00:00:00
6003,3559292598095960.0,2023-07-01 00:00:00,JCB 16 digit,2021-03-05 00:00:00
6004,4263238446727590.0,2029-02-01 00:00:00,VISA 16 digit,2013-09-20 00:00:00
6005,30348750209865.0,2025-10-01 00:00:00,Diners Club  Carte Blanche,2014-11-02 00:00:00
6006,3599013160538400.0,2028-01-01 00:00:00,JCB 16 digit,1996-01-22 00:00:00
6007,3564700695384220.0,2024-06-01 00:00:00,JCB 16 digit,2018-03-01 00:00:00
6008,4663211023453.0,2027-03-01 00:00:00,VISA 13 digit,2000-04-02 00:00:00
6009,3525544543482220.0,2032-08-01 00:00:00,JCB 16 digit,1995-12-12 00:00:00
6010,4.1929419727693906e+18,2026-05-01 00:00:00,VISA 19 digit,2013-04-07 00:00:00
6011,567038804629.0,2022-11-01 00:00:00,Maestro,2008-11-21 00:00:00
6012,4029273104128850.0,2026-05-01 00:00:00,VISA 16 digit,2010-09-07 00:00:00
6013,4909883917070290.0,2028-02-01 00:00:00,VISA 16 digit,2006-06-25 00:00:00
6014,4.78278077976516e+18,2032-01-01 00:00:00,VISA 19 digit,2003-10-15 00:00:00
6015,4260816374548990.0,2028-08-01 00:00:00,VISA 16 digit,2002-05-01 00:00:00
6016,562509173067.0,2029-12-01 00:00:00,Maestro,2018-08-23 00:00:00
6017,213161759211389.0,2026-01-01 00:00:00,JCB 15 digit,2016-06-29 00:00:00
6018,4942563719524.0,2027-02-01 00:00:00,VISA 13 digit,2012-11-08 00:00:00
6019,6011404072905520.0,2028-02-01 00:00:00,Discover,2002-01-19 00:00:00
6020,3544829853706760.0,2023-01-01 00:00:00,JCB 16 digit,2005-08-14 00:00:00
6021,3548915452683330.0,2030-08-01 00:00:00,JCB 16 digit,1996-01-17 00:00:00
6022,349911078889712.0,2026-03-01 00:00:00,American Express,2013-12-31 00:00:00
6023,372601006654425.0,2023-06-01 00:00:00,American Express,2019-01-25 00:00:00
6024,,,,
6025,4031074782113370.0,2032-09-01 00:00:00,VISA 16 digit,1999-10-14 00:00:00
6026,180031584465063.0,2023-07-01 00:00:00,JCB 15 digit,2007-07-08 00:00:00
6027,6011681072327120.0,2032-11-01 00:00:00,Discover,1998-10-10 00:00:00
6028,4863023100230.0,2031-02-01 00:00:00,VISA 13 digit,1996-10-17 00:00:00
6029,5368492033214490.0,2028-08-01 00:00:00,Mastercard,1994-02-28 00:00:00
6030,213162387682728.0,2028-07-01 00:00:00,JCB 15 digit,1996-04-28 00:00:00
6031,4589071889606980.0,2030-09-01 00:00:00,VISA 16 digit,2012-02-08 00:00:00
6032,4982398310446.0,2031-04-01 00:00:00,VISA 13 digit,2016-07-15 00:00:00
6033,38353517816921.0,2028-12-01 00:00:00,Diners Club  Carte Blanche,2021-11-03 00:00:00
6034,3552374402725830.0,2029-01-01 00:00:00,JCB 16 digit,2013-10-30 00:00:00
6035,213187124935741.0,2025-01-01 00:00:00,JCB 15 digit,2008-03-21 00:00:00
6036,6509393622312340.0,2025-07-01 00:00:00,Discover,2011-07-15 00:00:00
6037,376466316179919.0,2030-12-01 00:00:00,American Express,2007-02-06 00:00:00
6038,502055229301.0,2031-12-01 00:00:00,Maestro,2016-09-10 00:00:00
6039,4731569986153170.0,2029-09-01 00:00:00,VISA 16 digit,2000-06-25 00:00:00
6040,6510885292076540.0,2023-05-01 00:00:00,Discover,2002-05-30 00:00:00
6041,2275932681147210.0,2027-09-01 00:00:00,Mastercard,1994-06-25 00:00:00
6042,2274074067755050.0,2024-12-01 00:00:00,Mastercard,1997-02-02 00:00:00
6043,4.4077964921189504e+18,2024-07-01 00:00:00,VISA 19 digit,2005-12-07 00:00:00
6044,4756297100660120.0,2027-08-01 00:00:00,VISA 16 digit,1993-10-19 00:00:00
6045,3582032496702470.0,2024-01-01 00:00:00,JCB 16 digit,1999-02-25 00:00:00
6046,213186724042981.0,2032-03-01 00:00:00,JCB 15 digit,2007-02-14 00:00:00
6047,3548866102448400.0,2032-03-01 00:00:00,JCB 16 digit,2010-09-04 00:00:00
6048,3531420138700550.0,2023-07-01 00:00:00,JCB 16 digit,2016-04-24 00:00:00
6049,6011491959199050.0,2029-10-01 00:00:00,Discover,2003-11-03 00:00:00
6050,4.07338043192156e+18,2023-02-01 00:00:00,VISA 19 digit,2019-12-10 00:00:00
6051,4.09053681517596e+18,2028-09-01 00:00:00,VISA 19 digit,1998-12-16 00:00:00
6052,6532712713077590.0,2023-04-01 00:00:00,Discover,2017-03-21 00:00:00
6053,30198068217609.0,2031-09-01 00:00:00,Diners Club  Carte Blanche,2018-12-14 00:00:00
6054,3523325110216120.0,2023-03-01 00:00:00,JCB 16 digit,2020-07-10 00:00:00
6055,3575946360956360.0,2023-02-01 00:00:00,JCB 16 digit,2014-11-15 00:00:00
6056,6011151398997510.0,2027-01-01 00:00:00,Discover,1999-11-25 00:00:00
6057,3589730927768900.0,2023-04-01 00:00:00,JCB 16 digit,2010-03-17 00:00:00
6058,30086550921004.0,2027-09-01 00:00:00,Diners Club  Carte Blanche,2002-04-03 00:00:00
6059,30328501901119.0,2027-02-01 00:00:00,Diners Club  Carte Blanche,1998-02-01 00:00:00
6060,2258539568695350.0,2030-06-01 00:00:00,Mastercard,2014-02-27 00:00:00
6061,4099937855938.0,2023-10-01 00:00:00,VISA 13 digit,2000-02-13 00:00:00
6062,578447843314.0,2028-10-01 00:00:00,Maestro,2001-01-02 00:00:00
6063,6595062012424850.0,2025-02-01 00:00:00,Discover,2013-08-08 00:00:00
6064,676214895168.0,2026-08-01 00:00:00,Maestro,2006-09-24 00:00:00
6065,3568337948787610.0,2031-12-01 00:00:00,JCB 16 digit,2010-09-08 00:00:00
6066,503807830362.0,2030-10-01 00:00:00,Maestro,2013-09-16 00:00:00
6067,371959273863231.0,2029-04-01 00:00:00,American Express,2020-06-21 00:00:00
6068,4777941072034.0,2032-01-01 00:00:00,VISA 13 digit,2005-07-13 00:00:00
6069,213153762916138.0,2023-07-01 00:00:00,JCB 15 digit,2006-01-08 00:00:00
6070,4832711520016700.0,2024-10-01 00:00:00,VISA 16 digit,2005-12-04 00:00:00
6071,4.46184311044371e+18,2027-08-01 00:00:00,VISA 19 digit,2017-02-17 00:00:00
6072,4573771601213610.0,2025-05-01 00:00:00,VISA 16 digit,2009-03-07 00:00:00
6073,3511786749000650.0,2029-04-01 00:00:00,JCB 16 digit,2007-03-11 00:00:00
6074,2230701755716300.0,2024-11-01 00:00:00,Mastercard,2001-01-18 00:00:00
6075,30132632903972.0,2026-05-01 00:00:00,Diners Club  Carte Blanche,2018-05-10 00:00:00
6076,30562691636719.0,2031-06-01 00:00:00,Diners Club  Carte Blanche,2022-02-06 00:00:00
6077,343623836514344.0,2027-03-01 00:00:00,American Express,2020-06-08 00:00:00
6078,6564485943380530.0,2030-01-01 00:00:00,Discover,2012-11-29 00:00:00
6079,4.40191015668279e+18,2028-10-01 00:00:00,VISA 19 digit,2008-05-19 00:00:00
6080,2277230475822240.0,2025-07-01 00:00:00,Mastercard,2000-09-10 00:00:00
6081,38792147549743.0,2024-09-01 00:00:00,Diners Club  Carte Blanche,2015-12-03 00:00:00
6082,3513519435635320.0,2025-06-01 00:00:00,JCB 16 digit,2019-12-01 00:00:00
6083,213162641868691.0,2026-08-01 00:00:00,JCB 15 digit,2001-06-20 00:00:00
6084,2377091973678670.0,2026-04-01 00:00:00,Mastercard,2015-08-23 00:00:00
6085,4619650530093.0,2027-09-01 00:00:00,VISA 13 digit,2002-04-15 00:00:00
6086,373839736336090.0,2032-02-01 00:00:00,American Express,2012-12-02 00:00:00
6087,4491615678031.0,2029-04-01 00:00:00,VISA 13 digit,1998-10-23 00:00:00
6088,30560950991312.0,2030-01-01 00:00:00,Diners Club  Carte Blanche,2015-11-13 00:00:00
6089,3549789048387150.0,2023-02-01 00:00:00,JCB 16 digit,2021-06-18 00:00:00
6090,3547170257652600.0,2026-12-01 00:00:00,JCB 16 digit,2013-02-09 00:00:00
6091,3598877408842390.0,2030-04-01 00:00:00,JCB 16 digit,2012-01-24 00:00:00
6092,4395076715576970.0,2025-09-01 00:00:00,VISA 16 digit,2001-09-07 00:00:00
6093,30169387024505.0,2028-06-01 00:00:00,Diners Club  Carte Blanche,2020-10-08 00:00:00
6094,4334882826679080.0,2024-06-01 00:00:00,VISA 16 digit,2003-12-27 00:00:00
6095,4214932191725840.0,2026-05-01 00:00:00,VISA 16 digit,2007-06-04 00:00:00
6096,2434990121840840.0,2031-03-01 00:00:00,Mastercard,2013-10-28 00:00:00
6097,4.41703405368587e+18,2025-07-01 00:00:00,VISA 19 digit,2001-01-16 00:00:00
6098,503822740570.0,2025-05-01 00:00:00,Maestro,2010-03-25 00:00:00
6099,4506307998527520.0,2030-08-01 00:00:00,VISA 16 digit,1996-10-08 00:00:00
6100,343010962396086.0,2023-11-01 00:00:00,American Express,2001-01-26 00:00:00
6101,30010230127782.0,2030-02-01 00:00:00,Diners Club  Carte Blanche,1995-12-31 00:00:00
6102,5455941259724740.0,2025-09-01 00:00:00,Mastercard,2008-03-17 00:00:00
6103,2283323405315450.0,2023-05-01 00:00:00,Mastercard,2002-03-18 00:00:00
6104,3509186588815450.0,2026-09-01 00:00:00,JCB 16 digit,1998-01-12 00:00:00
6105,4078390266872700.0,2032-09-01 00:00:00,VISA 16 digit,2014-06-16 00:00:00
6106,4334541002531940.0,2031-02-01 00:00:00,VISA 16 digit,2018-02-16 00:00:00
6107,4.06965050833414e+18,2023-12-01 00:00:00,VISA 19 digit,2005-04-08 00:00:00
6108,4558992642190690.0,2024-03-01 00:00:00,VISA 16 digit,2022-07-24 00:00:00
6109,3539196941337380.0,2023-11-01 00:00:00,JCB 16 digit,2004-03-27 00:00:00
6110,345719340588317.0,2025-03-01 00:00:00,American Express,2002-06-26 00:00:00
6111,5198984111698620.0,2027-09-01 00:00:00,Mastercard,1996-10-24 00:00:00
6112,676193654040.0,2030-11-01 00:00:00,Maestro,2019-06-22 00:00:00
6113,30384619054622.0,2029-03-01 00:00:00,Diners Club  Carte Blanche,2000-08-08 00:00:00
6114,379380893238013.0,2029-12-01 00:00:00,American Express,1999-08-18 00:00:00
6115,2704361462802500.0,2026-07-01 00:00:00,Mastercard,2006-12-23 00:00:00
6116,3564779332175930.0,2023-11-01 00:00:00,JCB 16 digit,2021-08-28 00:00:00
6117,639073026416.0,2029-11-01 00:00:00,Maestro,2014-10-15 00:00:00
6118,2245279225597060.0,2023-12-01 00:00:00,Mastercard,2000-12-06 00:00:00
6119,575370243249.0,2028-01-01 00:00:00,Maestro,2005-11-12 00:00:00
6120,4145872556449050.0,2030-10-01 00:00:00,VISA 16 digit,2019-02-27 00:00:00
6121,4.4237672121258895e+18,2027-02-01 00:00:00,VISA 19 digit,2013-04-08 00:00:00
6122,4.5199126508698706e+18,2029-10-01 00:00:00,VISA 19 digit,2010-09-27 00:00:00
6123,372296789917774.0,2023-04-01 00:00:00,American Express,2021-08-07 00:00:00
6124,4.99815098130194e+18,2030-12-01 00:00:00,VISA 19 digit,2014-11-10 00:00:00
6125,3544644408776700.0,2027-11-01 00:00:00,JCB 16 digit,2015-10-02 00:00:00
6126,3556268655280464.0,2029-11-01 00:00:00,JCB 16 digit,1997-01-03 00:00:00
6127,213168226152674.0,2028-01-01 00:00:00,JCB 15 digit,1996-12-15 00:00:00
6128,4903537175276.0,2029-04-01 00:00:00,VISA 13 digit,1995-10-01 00:00:00
6129,4.74493531902776e+18,2030-09-01 00:00:00,VISA 19 digit,2007-05-09 00:00:00
6130,3541756038160650.0,2031-11-01 00:00:00,JCB 16 digit,2016-04-21 00:00:00
6131,342801382759692.0,2030-08-01 00:00:00,American Express,2004-01-09 00:00:00
6132,4923750646670.0,2025-11-01 00:00:00,VISA 13 digit,2021-04-16 00:00:00
6133,6011462638031560.0,2024-08-01 00:00:00,Discover,1996-09-13 00:00:00
6134,4162376914056240.0,2029-05-01 00:00:00,VISA 16 digit,2016-08-27 00:00:00
6135,4898921970664.0,2026-07-01 00:00:00,VISA 13 digit,2016-05-15 00:00:00
6136,5599514011984580.0,2023-11-01 00:00:00,Mastercard,2015-07-13 00:00:00
6137,60483474411.0,2025-04-01 00:00:00,Maestro,2017-10-31 00:00:00
6138,4085253435840110.0,2023-11-01 00:00:00,VISA 16 digit,2017-02-22 00:00:00
6139,676116162626.0,2030-03-01 00:00:00,Maestro,1997-01-08 00:00:00
6140,4.81805375316855e+18,2024-11-01 00:00:00,VISA 19 digit,2011-01-30 00:00:00
6141,4.964835289431569e+18,2024-06-01 00:00:00,VISA 19 digit,1997-05-12 00:00:00
6142,38539580954439.0,2024-06-01 00:00:00,Diners Club  Carte Blanche,1996-08-23 00:00:00
6143,4618017375796.0,2026-08-01 00:00:00,VISA 13 digit,2017-08-16 00:00:00
6144,4204814361804690.0,2028-05-01 00:00:00,VISA 16 digit,2022-07-01 00:00:00
6145,4401392424276050.0,2026-04-01 00:00:00,VISA 16 digit,2001-06-15 00:00:00
6146,4363967766165120.0,2030-01-01 00:00:00,VISA 16 digit,2020-04-13 00:00:00
6147,3597507437935370.0,2027-12-01 00:00:00,JCB 16 digit,2000-11-28 00:00:00
6148,4642956337338100.0,2030-11-01 00:00:00,VISA 16 digit,2006-09-13 00:00:00
6149,4.4621141251137695e+18,2031-05-01 00:00:00,VISA 19 digit,2000-03-10 00:00:00
6150,4285960739193130.0,2027-11-01 00:00:00,VISA 16 digit,1999-04-29 00:00:00
6151,676244173453.0,2031-06-01 00:00:00,Maestro,2004-04-11 00:00:00
6152,180017951598347.0,2024-01-01 00:00:00,JCB 15 digit,1997-07-02 00:00:00
6153,4890048089791.0,2027-11-01 00:00:00,VISA 13 digit,2011-07-06 00:00:00
6154,3599007042597110.0,2024-10-01 00:00:00,JCB 16 digit,2007-11-18 00:00:00
6155,4.88451037345154e+18,2031-08-01 00:00:00,VISA 19 digit,1999-05-11 00:00:00
6156,213147052443076.0,2022-12-01 00:00:00,JCB 15 digit,2012-01-30 00:00:00
6157,346724226271367.0,2032-07-01 00:00:00,American Express,2008-04-09 00:00:00
6158,4.2530144737273697e+18,2029-11-01 00:00:00,VISA 19 digit,2014-04-20 00:00:00
6159,2277483625131640.0,2031-03-01 00:00:00,Mastercard,2022-06-19 00:00:00
6160,4091697986136.0,2029-12-01 00:00:00,VISA 13 digit,2021-11-20 00:00:00
6161,4045977510542810.0,2028-04-01 00:00:00,VISA 16 digit,2013-03-14 00:00:00
6162,4862879829596120.0,2025-11-01 00:00:00,VISA 16 digit,2008-05-30 00:00:00
6163,4024483320632.0,2026-02-01 00:00:00,VISA 13 digit,1993-07-30 00:00:00
6164,180056115155313.0,2029-10-01 00:00:00,JCB 15 digit,1999-03-04 00:00:00
6165,4879299618785950.0,2028-01-01 00:00:00,VISA 16 digit,2010-04-15 00:00:00
6166,4.73050974602801e+18,2032-09-01 00:00:00,VISA 19 digit,2015-10-26 00:00:00
6167,4166534447441.0,2023-08-01 00:00:00,VISA 13 digit,1996-08-18 00:00:00
6168,3568000348524970.0,2030-10-01 00:00:00,JCB 16 digit,2016-09-18 00:00:00
6169,377379567885762.0,2028-09-01 00:00:00,American Express,1993-08-05 00:00:00
6170,6505105655508250.0,2023-11-01 00:00:00,Discover,2006-11-19 00:00:00
6171,503863712561.0,2028-09-01 00:00:00,Maestro,2019-02-22 00:00:00
6172,4981858342758620.0,2024-05-01 00:00:00,VISA 16 digit,2002-08-16 00:00:00
6173,4582383762961810.0,2024-12-01 00:00:00,VISA 16 digit,1996-11-22 00:00:00
6174,36576374442132.0,2030-11-01 00:00:00,Diners Club  Carte Blanche,2007-01-11 00:00:00
6175,213134614480770.0,2024-06-01 00:00:00,JCB 15 digit,2012-05-13 00:00:00
6176,6011525915573880.0,2030-07-01 00:00:00,Discover,2021-07-09 00:00:00
6177,4622278952335.0,2024-01-01 00:00:00,VISA 13 digit,1996-12-27 00:00:00
6178,180072499338334.0,2022-12-01 00:00:00,JCB 15 digit,1999-08-12 00:00:00
6179,4901117925516.0,2025-10-01 00:00:00,VISA 13 digit,2010-11-05 00:00:00
6180,630420742151.0,2023-06-01 00:00:00,Maestro,2017-09-29 00:00:00
6181,180079578087344.0,2026-06-01 00:00:00,JCB 15 digit,1995-06-23 00:00:00
6182,4689323706271.0,2031-08-01 00:00:00,VISA 13 digit,2004-11-17 00:00:00
6183,4.22427880659015e+18,2029-06-01 00:00:00,VISA 19 digit,2000-12-15 00:00:00
6184,4387016434042160.0,2031-04-01 00:00:00,VISA 16 digit,1993-05-17 00:00:00
6185,4.46722153319501e+18,2023-01-01 00:00:00,VISA 19 digit,2005-08-15 00:00:00
6186,3529925612116380.0,2023-04-01 00:00:00,JCB 16 digit,2005-07-09 00:00:00
6187,3510930132915850.0,2029-11-01 00:00:00,JCB 16 digit,2018-04-17 00:00:00
6188,4859007743361960.0,2030-11-01 00:00:00,VISA 16 digit,1997-07-03 00:00:00
6189,3595523397797620.0,2028-05-01 00:00:00,JCB 16 digit,2005-02-11 00:00:00
6190,4.69275953308856e+18,2030-04-01 00:00:00,VISA 19 digit,2004-08-12 00:00:00
